,매장명,주소,구,lat,lng
490,IBK고객센터점,"서울 용산구 한남대로 72 (한남동, IBK기업은행고객센터)",용산구,37.535922,127.0016357
491,동부이촌동점,서울 용산구 이촌로77길 19 (이촌동),용산구,37.52037139999999,126.9750238
492,동자동점,서울 용산구 후암로 93 (동자동),용산구,37.5533423,126.9751213
493,삼각지점,서울 용산구 한강대로 138 (한강로2가),용산구,37.5304859,126.9695107
494,숙대입구역점,서울 용산구 한강대로 289 (갈월동),용산구,37.5440608,126.9719722
495,순천향병원점,서울 용산구 대사관로 72,용산구,37.5330479,127.0059378
496,용문점,서울 용산구 원효로41길 73 (원효로2가),용산구,37.53631710000001,126.9624625
497,용산원효점,"서울 용산구 원효로 70 (원효로4가, 신정빌딩)",용산구,37.5342776,126.9526413
498,용산중앙점,서울 용산구 한강대로 52-1 (한강로3가),용산구,37.5256084,126.9648617
499,용산청파점,"서울 용산구 청파로71길 10 (청파동1가, 새마을금고)",용산구,37.5500387,126.9676059
500,용산효창점,서울 용산구 효창원로66길 2 (효창동),용산구,37.5431627,126.963669
501,원효로점,서울 용산구 원효로 257 (원효로1가),용산구,37.5399801,126.967447
502,이태원역점,서울 용산구 이태원로 176 (이태원동),용산구,37.5345038,126.9906995
503,갈현점,서울 은평구 갈현로 268 (갈현동),은평구,37.6206976,126.9166921
504,구산역점,서울 은평구 연서로 148 (대조동),은평구,37.6119882,126.9176334
505,구파발역점,"서울 은평구 진관2로 29-21 (진관동, 드림스퀘어)",은평구,37.6356924,126.9193269
506,녹번동점,"서울 은평구 진흥로 156 (녹번동, 신명빌딩)",은평구,37.6024905,126.9248074
507,녹번중앙점,"서울 은평구 통일로 635 (녹번동, 녹번동메카오피스텔)",은평구,37.6032819,126.9346515
508,백련산아이파크점,"서울 은평구 응암로 264 (응암동, 서울빌딩)",은평구,37.5844969,126.9142648
509,본서부병원점,"서울 은평구 응암로 337 (응암동, 빛터룩스 빌딩)",은평구,37.6012692,126.9221517
510,불광중앙점,서울 은평구 불광로 59 (불광동),은평구,37.6123503,126.9317118
511,새절역점,서울 은평구 가좌로 272 (신사동),은평구,37.595613,126.9072033
512,서광교회점,"서울 은평구 통일로 951 (갈현동, 서광교회)",은평구,37.6277286,126.9191848
513,수색역점,서울 은평구 수색로 250 (수색동),은평구,37.58191540000001,126.8963394
514,역촌동점,서울 은평구 갈현로 82 (역촌동),은평구,37.6016815,126.914373
515,역촌사거리점,서울 은평구 서오릉로 100 (대조동),은평구,37.6089352,126.9210376
516,역촌역점,서울 은평구 진흥로 95 (역촌동),은평구,37.6054513,126.9221274
517,역촌진흥로점,서울 은평구 진흥로1길 3 (역촌동),은평구,37.6080108,126.9193546
518,연신내역점,서울 은평구 통일로 855-9 (갈현동),은평구,37.621541,126.913578
519,연신내통일로점,서울 은평구 통일로 876 (불광동),은평구,37.6211963,126.9202773
520,은평구청점,서울 은평구 은평로 197 (녹번동),은평구,37.6016097,126.9296461
521,은평이마트점,"서울 은평구 은평로 111 (응암동, 은평이마트)",은평구,37.6003946,126.9202149
522,응암역점,"서울 은평구 연서로 9 (역촌동, 센타폴리스)",은평구,37.6064781,126.9158807
523,응암오거리점,서울 은평구 응암로 211 (응암동),은평구,37.5908957,126.9171252
524,응암중앙점,서울 은평구 응암로 183 (응암동),은평구,37.588427,126.9166431
525,증산동점,서울 은평구 증산서길 78 (증산동),은평구,37.5833299,126.9065244
526,경복궁역점,"서울 종로구 자하문로 7 (체부동, 성명빌딩)",종로구,37.5591458,126.920892
527,경희궁점,서울 종로구 경희궁1길 16 (신문로2가),종로구,37.571667,126.9707019
528,광화문점,서울 종로구 세종대로23길 15 (도렴동),종로구,37.5715027,126.975661
529,낙원동점,서울 종로구 낙원동,종로구,37.5725724,126.9886231
530,대학로점,서울 종로구 대학로10길 17 (동숭동),종로구,37.58322,127.0043935
531,독립문역점,서울 종로구 통일로 266 (무악동),종로구,37.5771971,126.9586397
532,동대문역점,"서울 종로구 율곡로 286 (종로6가, 야드인빌딩)",종로구,37.5718325,127.0081491
533,동묘역점,서울 종로구 종로 354 (숭인동),종로구,37.5776631,127.0224015
534,배화여대점,서울 종로구 필운대로1길 35 (필운동),종로구,37.5778241,126.9673717
535,북촌마을점,서울 종로구 북촌로5길 39 (화동),종로구,37.5822212,126.981849
536,삼일빌딩점,서울 종로구 삼일대로15길 13 (관철동),종로구,37.5693868,126.987972
537,상명대점,서울 종로구 홍지동,종로구,37.6007992,126.9565688
538,성균관대점,서울 종로구 성균관로 8 (명륜2가),종로구,37.584452,126.999485
539,숭인점,서울 종로구 숭인동길 6 (숭인동),종로구,37.5752617,127.0215968
540,신설점,서울 종로구 난계로29길 30 (숭인동),종로구,37.5742389,127.0214733
541,안국역사점,"서울 종로구 율곡로 지하 62 (안국동, 3호선 안국역)",종로구,37.5772954,126.9840979
